"Bairro","Taxa de alfabetização"
"Centro - Concórdia (SC)","99.3"
"Dos Imigrantes - Concórdia (SC)","99.2"
"São Miguel - Concórdia (SC)","98.0"
"Liberdade - Concórdia (SC)","97.1"
"Floresta - Concórdia (SC)","97.6"
"Imperial - Concórdia (SC)","95.3"
"Guilherme Reich - Concórdia (SC)","94.8"
"Das Nações - Concórdia (SC)","96.7"
"Sunti - Concórdia (SC)","97.1"
"Nazaré - Concórdia (SC)","96.7"
"Dos Industriários - Concórdia (SC)","96.7"
"Itaíba - Concórdia (SC)","97.9"
"Cristal - Concórdia (SC)","97.7"
"Flamengo - Concórdia (SC)","93.9"
"Santa Rita - Concórdia (SC)","87.3"
"Da Gruta - Concórdia (SC)","97.6"
"Petrópolis - Concórdia (SC)","96.1"
"Natureza - Concórdia (SC)","96.8"
"Dos Estados - Concórdia (SC)","96.9"
"Santa Cruz - Concórdia (SC)","96.4"
"Jardim - Concórdia (SC)","98.6"
"Arvoredo - Concórdia (SC)","98.2"
"Primavera - Concórdia (SC)","97.8"
"Vista Alegre - Concórdia (SC)","94.1"
"Nossa Senhora da Salete - Concórdia (SC)","99.1"
"Cinquentenário - Concórdia (SC)","98.1"
"Parque de Exposição - Concórdia (SC)","97.3"
"São Cristóvão - Concórdia (SC)","97.4"
"Nova Brasília - Concórdia (SC)","85.9"
"Colibri - Concórdia (SC)","88.9"
"Centro - Corupá (SC)","98.3"
"Ano Bom - Corupá (SC)","98.1"
"Itapocú - Corupá (SC)","98.8"
"Bomplandt - Corupá (SC)","95.4"
"João Tozini - Corupá (SC)","98.0"
"Caminho Pequeno - Corupá (SC)","98.3"
"XV de Novembro - Corupá (SC)","97.4"
"Rio Novo - Corupá (SC)","95.9"
"Izabel - Corupá (SC)","96.9"
"Seminário - Corupá (SC)","97.7"
"Poço d'Anta - Corupá (SC)","97.6"
"Pedra de Amolar - Corupá (SC)","96.5"
"Universitário - Criciúma (SC)","98.0"
"Santa Augusta - Criciúma (SC)","97.9"
"Paraíso - Criciúma (SC)","94.5"
"Boa Vista - Criciúma (SC)","93.2"
"Pinheirinho - Criciúma (SC)","97.1"
"Milanese - Criciúma (SC)","97.2"
"Santa Bárbara - Criciúma (SC)","98.3"
"São Luís - Criciúma (SC)","97.7"
"Santo Antônio - Criciúma (SC)","97.1"
"Nossa Senhora da Salete - Criciúma (SC)","96.6"
"Mina do Mato - Criciúma (SC)","97.2"
"Próspera - Criciúma (SC)","97.5"
"Brasília - Criciúma (SC)","97.1"
"Comerciário - Criciúma (SC)","99.2"
"Pio Correa - Criciúma (SC)","99.5"
"São Cristóvão - Criciúma (SC)","98.3"
"Mina Brasil - Criciúma (SC)","98.6"
"Operária Nova - Criciúma (SC)","97.1"
"Santa Catarina - Criciúma (SC)","97.9"
"Vera Cruz - Criciúma (SC)","98.1"
"Cruzeiro do Sul - Criciúma (SC)","99.0"
"São José - Criciúma (SC)","99.6"
"Michel - Criciúma (SC)","98.5"
"Ceará - Criciúma (SC)","98.1"
"São Francisco - Criciúma (SC)","95.8"
"Lote 6 - Criciúma (SC)","98.9"
"Jardim Angélica - Criciúma (SC)","98.2"
"Imigrantes - Criciúma (SC)","97.1"
"Jardim Maristela - Criciúma (SC)","98.9"
"Bosque do Repouso - Criciúma (SC)","97.8"
"Ana Maria - Criciúma (SC)","96.7"
"São João - Criciúma (SC)","91.2"
"Fábio Silva - Criciúma (SC)","96.0"
"Recanto Verde - Criciúma (SC)","98.3"
"Maria Céu - Criciúma (SC)","98.5"
"Vila Rica - Criciúma (SC)","97.5"
"Cristo Redentor - Criciúma (SC)","94.7"
"Primeira Linha - Criciúma (SC)","97.6"
"Jardim das Paineiras - Criciúma (SC)","97.0"
"Renascer - Criciúma (SC)","92.3"
"São Simão - Criciúma (SC)","98.2"
"Dagostim - Criciúma (SC)","95.5"
"Quarta Linha - Criciúma (SC)","96.6"
"Morro Estevão - Criciúma (SC)","97.5"
"Pedro Zanivan - Criciúma (SC)","98.1"
"Argentina - Criciúma (SC)","96.7"
"Imperatriz - Criciúma (SC)","95.1"
"São Marcos - Criciúma (SC)","97.7"
"Metropol - Criciúma (SC)","97.6"
"Poço Um - Criciúma (SC)","98.9"
"Colonial - Criciúma (SC)","96.4"
"Mãe Luzia - Criciúma (SC)","98.5"
"São Defende - Criciúma (SC)","95.7"
"Tereza Cristina - Criciúma (SC)","93.6"
"Vila Isabel - Criciúma (SC)","97.6"
"Bairro Progresso - Criciúma (SC)","93.5"
"Buenos Aires - Criciúma (SC)","95.7"
"Centro - Cunha Porã (SC)","98.3"
"Bela Vista - Cunha Porã (SC)","98.1"
"Cohab - Cunha Porã (SC)","92.2"
"Bonfim - Cunha Porã (SC)","94.4"
"Augusto Kempfer - Cunha Porã (SC)","91.1"
"Cidade Alta - Cunha Porã (SC)","96.3"
"Progresso - Cunha Porã (SC)","95.5"
"Jardim - Cunha Porã (SC)","94.9"
"Bartz - Cunha Porã (SC)","97.1"
"Rodrigues - Cunha Porã (SC)","92.3"
"Industrial - Cunha Porã (SC)","X"
"São Luiz - Curitibanos (SC)","91.6"
"São José - Curitibanos (SC)","89.2"
"Centro - Curitibanos (SC)","97.5"
"Bosque - Curitibanos (SC)","97.0"
"São Francisco - Curitibanos (SC)","93.9"
"Bom Jesus - Curitibanos (SC)","91.6"
"Vila Nossa Senhora Aparecida - Curitibanos (SC)","96.8"
"Água Santa - Curitibanos (SC)","91.5"
"Conjunto Habitacional Anita Garibaldi - Curitibanos (SC)","94.0"
"Universitário Waldemar Ortigari - Curitibanos (SC)","91.5"
"Getúlio Vargas - Curitibanos (SC)","87.4"
"Santo Antônio de Pádua - Curitibanos (SC)","94.5"
"Centro - Dona Emma (SC)","96.2"
"Nova Esperança - Dona Emma (SC)","98.5"
"Antoniolli - Faxinal dos Guedes (SC)","93.5"
"São José - Faxinal dos Guedes (SC)","93.5"
"João José Gehlen - Faxinal dos Guedes (SC)","89.5"
"Ozelame - Faxinal dos Guedes (SC)","95.0"
"Rosa - Faxinal dos Guedes (SC)","91.0"
"São Cristóvão - Faxinal dos Guedes (SC)","96.4"
"Centro - Faxinal dos Guedes (SC)","97.2"
"1 - Faxinal dos Guedes (SC)","97.0"
"2 - Faxinal dos Guedes (SC)","95.9"
"3 - Faxinal dos Guedes (SC)","90.8"
"Centro - Florianópolis (SC)","99.0"
"Agronômica - Florianópolis (SC)","98.0"
"João Paulo - Florianópolis (SC)","98.6"
"Saco Grande - Florianópolis (SC)","96.5"
"Córrego Grande - Florianópolis (SC)","99.1"
"Pantanal - Florianópolis (SC)","98.8"
"Costeira do Pirajubaé - Florianópolis (SC)","95.8"
"José Mendes - Florianópolis (SC)","96.9"
"Santa Mônica - Florianópolis (SC)","99.6"
"Estreito - Florianópolis (SC)","99.1"
"Coqueiros - Florianópolis (SC)","98.4"
"Itaguaçu - Florianópolis (SC)","99.4"
"Abraão - Florianópolis (SC)","98.3"
"Jardim Atlântico - Florianópolis (SC)","98.4"
"Balneário - Florianópolis (SC)","99.2"
"Canto - Florianópolis (SC)","99.3"
"Capoeiras - Florianópolis (SC)","97.8"
"Monte Cristo - Florianópolis (SC)","94.7"
"Coloninha - Florianópolis (SC)","97.9"
"Saco dos Limões - Florianópolis (SC)","97.1"
"Trindade - Florianópolis (SC)","98.6"
"Itacorubi - Florianópolis (SC)","98.8"
"Monte Verde - Florianópolis (SC)","97.6"
"Bom Abrigo - Florianópolis (SC)","99.7"
"Cachoeira do Bom Jesus - Florianópolis (SC)","96.5"
"Vargem Grande - Florianópolis (SC)","98.5"
"Vargem do Bom Jesus - Florianópolis (SC)","97.0"
"Canto do Lamim - Florianópolis (SC)","96.6"
"Vargem de Fora - Florianópolis (SC)","96.4"
"Vargem Pequena - Florianópolis (SC)","98.0"
"Recanto dos Açores - Florianópolis (SC)","92.8"
"Rio Vermelho - Florianópolis (SC)","96.8"
"Rio Tavares do Norte - Florianópolis (SC)","99.3"
"Lagoa Pequena - Florianópolis (SC)","99.4"
"Rio Tavares Central - Florianópolis (SC)","98.1"
"Campeche Central - Florianópolis (SC)","97.8"
"Campeche Leste - Florianópolis (SC)","99.1"
"Autódromo - Florianópolis (SC)","98.3"
"Moenda - Florianópolis (SC)","98.8"
"Ressacada - Florianópolis (SC)","99.1"
"Base Aérea - Florianópolis (SC)","99.8"
"Campus - Florianópolis (SC)","X"
"Morro do Peralta - Florianópolis (SC)","X"
"Barra da Lagoa - Florianópolis (SC)","97.0"
"Praia Brava - Florianópolis (SC)","97.9"
"Ponta das Canas - Florianópolis (SC)","97.4"
"Lagoinha do Norte - Florianópolis (SC)","94.4"
"Cachoeira do Bom Jesus Leste - Florianópolis (SC)","96.4"
"Campeche Norte - Florianópolis (SC)","99.1"
"Morro das Pedras - Florianópolis (SC)","98.4"
"Campeche Sul - Florianópolis (SC)","98.3"
"Pedrita - Florianópolis (SC)","97.1"
"Canasvieiras - Florianópolis (SC)","98.9"
"Jurere Leste - Florianópolis (SC)","99.1"
"Jurere Oeste - Florianópolis (SC)","99.6"
"Forte - Florianópolis (SC)","99.1"
"Daniela - Florianópolis (SC)","99.6"
"Ingleses Centro - Florianópolis (SC)","98.0"
"Ingleses Norte - Florianópolis (SC)","98.9"
"Ingleses Sul - Florianópolis (SC)","98.3"
"Santinho - Florianópolis (SC)","97.5"
"Capivari - Florianópolis (SC)","98.3"
"Lagoa - Florianópolis (SC)","98.7"
"Canto dos Araçás - Florianópolis (SC)","95.0"
"Canto da Lagoa - Florianópolis (SC)","97.7"
"Porto da Lagoa - Florianópolis (SC)","99.0"
"Dunas da Lagoa - Florianópolis (SC)","98.6"
"Retiro - Florianópolis (SC)","97.1"
"Praia Mole - Florianópolis (SC)","100.0"
"Pântano do Sul - Florianópolis (SC)","95.8"
"Armação - Florianópolis (SC)","97.7"
"Açores - Florianópolis (SC)","98.9"
"Rio das Pacas - Florianópolis (SC)","93.2"
"Ratones - Florianópolis (SC)","97.4"
"Carianos - Florianópolis (SC)","98.4"
"Alto Ribeirão - Florianópolis (SC)","98.0"
"Ribeirão da Ilha - Florianópolis (SC)","95.5"
"Costeira do Ribeirão - Florianópolis (SC)","97.6"
"Caiacanga - Florianópolis (SC)","93.7"
"Tapera - Florianópolis (SC)","94.2"
"Tapera da Base - Florianópolis (SC)","96.0"
"Caieira - Florianópolis (SC)","96.8"
"Santo Antônio - Florianópolis (SC)","99.1"
"Cacupé - Florianópolis (SC)","99.6"
"Sambaqui - Florianópolis (SC)","97.4"
"Barra do Sambaqui - Florianópolis (SC)","95.4"
"Alto Ribeirão Leste - Florianópolis (SC)","97.4"
"Pedregal - Florianópolis (SC)","95.2"
"Santa Isabel - Forquilhinha (SC)","98.3"
"Clarissa - Forquilhinha (SC)","96.5"
"Vila Feltrin - Forquilhinha (SC)","96.8"
"Santa Ana - Forquilhinha (SC)","97.8"
"Saturno - Forquilhinha (SC)","95.6"
"Passo de São Roque - Forquilhinha (SC)","98.3"
"Nova York - Forquilhinha (SC)","93.7"
"Centro - Forquilhinha (SC)","99.6"
"Santa Clara - Forquilhinha (SC)","96.8"
"Vila Lourdes - Forquilhinha (SC)","96.2"
"Vila Franca - Forquilhinha (SC)","96.7"
"Ouro Negro - Forquilhinha (SC)","98.2"
"Santa Cruz - Forquilhinha (SC)","96.5"
"Santa Líbera - Forquilhinha (SC)","96.0"
"Cidade Alta - Forquilhinha (SC)","93.7"
"Jardim América - Fraiburgo (SC)","95.6"
"São José - Fraiburgo (SC)","96.8"
"Santa Mônica - Fraiburgo (SC)","99.7"
"Bela Vista - Fraiburgo (SC)","97.8"
"Vila Salete - Fraiburgo (SC)","95.0"
"Santo Antônio - Fraiburgo (SC)","95.8"
"Centro - Fraiburgo (SC)","98.2"
"Jardim das Araucárias - Fraiburgo (SC)","97.0"
"Jardim das Hortências - Fraiburgo (SC)","99.6"
"São Sebastião - Fraiburgo (SC)","93.9"
"Liberata - Fraiburgo (SC)","92.3"
"Roland Mayer - Fraiburgo (SC)","94.5"
"Das Nações - Fraiburgo (SC)","96.7"
"Fischer - Fraiburgo (SC)","98.0"
"São Miguel - Fraiburgo (SC)","92.0"
"São Cristóvão - Fraiburgo (SC)","88.6"
"Dez de Dezembro - Fraiburgo (SC)","92.5"
"Faxinal dos Carvalhos - Fraiburgo (SC)","86.5"
"Butiá Verde - Fraiburgo (SC)","91.7"
"Papuã - Fraiburgo (SC)","95.4"
"Centro - Garuva (SC)","95.3"
"São João Abaixo - Garuva (SC)","97.1"
"Distrito Industrial Leste - Garuva (SC)","92.8"
"Palmital - Garuva (SC)","86.4"
"Rio da Onça - Garuva (SC)","96.9"
"Urubuquara - Garuva (SC)","96.2"
"Vila Trevo - Garuva (SC)","90.8"
"Garuva Acima - Garuva (SC)","97.1"
"Distrito Industrial Sul - Garuva (SC)","100.0"
"Belchior Alto - Gaspar (SC)","98.4"
"Belchior Central - Gaspar (SC)","97.9"
"Belchior Baixo - Gaspar (SC)","98.0"
"Arraial D'Ouro - Gaspar (SC)","98.4"
"Margem Esquerda - Gaspar (SC)","97.7"
"Lagoa - Gaspar (SC)","99.0"
"Bela Vista - Gaspar (SC)","98.3"
"Figueira - Gaspar (SC)","98.1"
"Coloninha - Gaspar (SC)","98.8"
"Gaspar Grande - Gaspar (SC)","98.1"
"Alto Gasparinho - Gaspar (SC)","100.0"
"Gasparinho - Gaspar (SC)","97.8"
"Gaspar Mirim - Gaspar (SC)","94.9"
"Centro - Gaspar (SC)","98.4"
"Sete de Setembro - Gaspar (SC)","98.3"
"Santa Terezinha - Gaspar (SC)","97.6"
"Bateias - Gaspar (SC)","95.5"
"Barracão - Gaspar (SC)","97.2"
"Poço Grande - Gaspar (SC)","97.8"
"Centro - Guaramirim (SC)","98.5"
"Amizade - Guaramirim (SC)","98.6"
"Avaí - Guaramirim (SC)","97.5"
"Nova Esperança - Guaramirim (SC)","98.7"
"Guamiranga - Guaramirim (SC)","96.3"
"Figueirinha - Guaramirim (SC)","97.2"
"Ilha da Figueira - Guaramirim (SC)","97.5"
"Rio Branco - Guaramirim (SC)","97.9"
"Barro Branco - Guaramirim (SC)","96.9"
"Caixa D'água - Guaramirim (SC)","98.1"
"Corticeira - Guaramirim (SC)","96.6"
"Recanto Feliz - Guaramirim (SC)","95.9"
"Beira Rio - Guaramirim (SC)","95.6"
"Bananal do Sul - Guaramirim (SC)","96.6"
"Imigrantes - Guaramirim (SC)","97.8"
"Escolinha - Guaramirim (SC)","98.0"
"Centro - Herval d'Oeste (SC)","98.6"
"Estação Luzerna - Herval d'Oeste (SC)","94.5"
"Santo Antônio - Herval d'Oeste (SC)","94.8"
"Vila Militar - Herval d'Oeste (SC)","96.6"
"São Jorge - Herval d'Oeste (SC)","92.3"
"Jardim José Rupp - Herval d'Oeste (SC)","95.8"
"Nossa Senhora de Fátima - Herval d'Oeste (SC)","97.2"
"Vila Rica - Herval d'Oeste (SC)","96.6"
"São Vicente - Herval d'Oeste (SC)","97.9"
"Nossa Senhora Aparecida - Herval d'Oeste (SC)","92.8"
"Centro - Ibirama (SC)","97.1"
"Ponto Chik - Ibirama (SC)","98.8"
"Nova Stettin - Ibirama (SC)","96.5"
"Bela Vista - Ibirama (SC)","97.7"
"Operário - Ibirama (SC)","97.0"
"Taquaras - Ibirama (SC)","97.7"
"Subida - Ibirama (SC)","89.6"
"Areado - Ibirama (SC)","91.9"
"Centro - Içara (SC)","98.2"
"Primeiro de Maio - Içara (SC)","98.7"
"Cristo Rei - Içara (SC)","96.6"
"Raichaski - Içara (SC)","97.9"
"Liri - Içara (SC)","96.8"
"Presidente Vargas - Içara (SC)","97.7"
"Demboski - Içara (SC)","97.6"
"Nossa Senhora de Fátima - Içara (SC)","97.6"
"Jardim Silvana - Içara (SC)","97.3"
"Tereza Cristina - Içara (SC)","95.9"
"Jaqueline - Içara (SC)","96.3"
"Jardim Elizabete - Içara (SC)","97.7"
"Vila São José - Içara (SC)","96.5"
"Vila Nova - Içara (SC)","96.1"
"Barracão - Içara (SC)","96.3"
"Aurora - Içara (SC)","95.7"
"Centro - Imbituba (SC)","98.2"
"Paes Leme - Imbituba (SC)","95.5"
"Village - Imbituba (SC)","99.2"
"Vila Alvorada - Imbituba (SC)","93.0"
"Vila Nova Alvorada - Imbituba (SC)","93.0"
"Vila Esperança - Imbituba (SC)","95.8"
"Ribanceira - Imbituba (SC)","94.4"
"Barra de Ibiraquera - Imbituba (SC)","96.8"
"Vila Nova - Imbituba (SC)","97.2"
"Vila Santo Antônio - Imbituba (SC)","94.5"
"Campo D'Aviação - Imbituba (SC)","93.2"
"Porto da Vila - Imbituba (SC)","95.7"
"Sagrada Família - Imbituba (SC)","93.7"
"São Tomaz - Imbituba (SC)","94.8"
"Guaiuba - Imbituba (SC)","93.8"
"Roça Grande - Imbituba (SC)","94.5"
"Boa Vista - Imbituba (SC)","89.6"
"Itapiruba - Imbituba (SC)","98.1"
"Mirim - Imbituba (SC)","94.2"
"Nova Brasília - Imbituba (SC)","93.8"
"Morro do Mirim - Imbituba (SC)","95.1"
"Campestre - Imbituba (SC)","93.8"
"Sambaqui - Imbituba (SC)","90.1"
"Arroio - Imbituba (SC)","90.0"
"Arroio do Rosa - Imbituba (SC)","92.1"
"Alto Arroio - Imbituba (SC)","93.1"
"Ibiraquera - Imbituba (SC)","94.0"
"Araçatuba - Imbituba (SC)","93.8"
"Campo Duna - Imbituba (SC)","95.8"
"Penha - Imbituba (SC)","85.0"
"Centro - Indaial (SC)","99.5"
"Tapajós - Indaial (SC)","97.7"
"Das Nações - Indaial (SC)","99.0"
"Carijós - Indaial (SC)","97.5"
"Do Sol - Indaial (SC)","97.9"
"dos Estados - Indaial (SC)","97.9"
"Estrada das Areias - Indaial (SC)","96.1"
"Warnow - Indaial (SC)","95.0"
"Ribeirão das Pedras - Indaial (SC)","95.1"
"Rio Morto - Indaial (SC)","97.6"
"João Paulo II - Indaial (SC)","97.1"
"Arapongas - Indaial (SC)","96.7"
"Benedito - Indaial (SC)","97.4"
"Mulde - Indaial (SC)","96.6"
"Encano do Norte - Indaial (SC)","96.8"
"Encano Baixo - Indaial (SC)","98.1"
"Estradinha - Indaial (SC)","96.6"
"Vila Nova - Iporã do Oeste (SC)","97.0"
"Ruschel - Iporã do Oeste (SC)","97.1"
"Centro - Itaiópolis (SC)","97.4"
"Vila Nova - Itaiópolis (SC)","95.8"
"Lucena - Itaiópolis (SC)","92.9"
"Nova Brasília - Itaiópolis (SC)","89.8"
"Alto Paraguaçu - Itaiópolis (SC)","97.7"
"Vila Gaúcha - Itaiópolis (SC)","93.3"
"Bom Jesus - Itaiópolis (SC)","93.0"
"Centro - Itajaí (SC)","99.1"
"Fazenda - Itajaí (SC)","97.9"
"Cabeçudas - Itajaí (SC)","99.7"
"Praia Brava - Itajaí (SC)","97.5"
"Ressacada - Itajaí (SC)","96.5"
"Cidade Nova - Itajaí (SC)","96.3"
"São Vicente - Itajaí (SC)","97.2"
"Dom Bosco - Itajaí (SC)","98.0"
"Vila Operária - Itajaí (SC)","98.2"
"São João - Itajaí (SC)","97.9"
"Barra do Rio - Itajaí (SC)","95.8"
"Cordeiros - Itajaí (SC)","97.0"
"Salseiros - Itajaí (SC)","98.4"
"Espinheiros - Itajaí (SC)","96.4"
"Itaipava - Itajaí (SC)","96.5"
"Canhanduba - Itajaí (SC)","90.5"
"São Judas - Itajaí (SC)","97.5"
"Centro - Itapema (SC)","99.2"
"Canto da Praia - Itapema (SC)","97.0"
"Ilhota - Itapema (SC)","96.2"
"Sertãozinho - Itapema (SC)","95.7"
"Alto do São Bento - Itapema (SC)","95.6"
"Casa Branca - Itapema (SC)","96.3"
"Várzea - Itapema (SC)","96.9"
"Taboleiro dos Oliveiras - Itapema (SC)","95.5"
"Morretes - Itapema (SC)","96.4"
"Meia Praia - Itapema (SC)","99.3"
"Andorinha - Itapema (SC)","99.1"
"Castelo Branco - Itapema (SC)","99.3"
"Centro - Ituporanga (SC)","98.6"
"da Gruta - Ituporanga (SC)","97.2"
"Salto Grande - Ituporanga (SC)","93.3"
"Santo Antônio - Ituporanga (SC)","96.6"
"Jardim América - Ituporanga (SC)","96.6"
"Gabiroba - Ituporanga (SC)","94.9"
"Bela Vista - Ituporanga (SC)","98.3"
"Vila Nova - Ituporanga (SC)","92.7"
"Cerro Negro - Ituporanga (SC)","96.1"
"Fachinal Vila Nova - Ituporanga (SC)","95.4"
"Seminário - Ituporanga (SC)","97.6"
"Nossa Senhora de Fátima - Ituporanga (SC)","92.8"
"Boa Vista - Ituporanga (SC)","97.5"
"Jardim Arizona - Jacinto Machado (SC)","90.3"
"Paraguai - Jacinto Machado (SC)","96.3"
"Figueira - Jacinto Machado (SC)","94.6"
"Centro - Jacinto Machado (SC)","95.3"
"Gávea - Jacinto Machado (SC)","94.1"
"Bela Vista - Jacinto Machado (SC)","95.6"
"Centro - Jaraguá do Sul (SC)","99.6"
"Ilha da Figueira - Jaraguá do Sul (SC)","98.6"
"Vila Nova - Jaraguá do Sul (SC)","99.3"
"Barra do Rio Molha - Jaraguá do Sul (SC)","97.8"
"Barra do Rio Cerro - Jaraguá do Sul (SC)","98.8"
"Jaraguá 99 - Jaraguá do Sul (SC)","98.3"
"João Pessoa - Jaraguá do Sul (SC)","98.2"
"Vieira - Jaraguá do Sul (SC)","98.5"
"Centenário - Jaraguá do Sul (SC)","99.3"
"Vila Lalau - Jaraguá do Sul (SC)","98.6"
"Vila Baependi - Jaraguá do Sul (SC)","99.2"
"Czerniewicz - Jaraguá do Sul (SC)","98.6"
"Amizade - Jaraguá do Sul (SC)","99.0"
"Três Rios do Sul - Jaraguá do Sul (SC)","97.8"
"Estrada Nova - Jaraguá do Sul (SC)","98.3"
"Rau - Jaraguá do Sul (SC)","98.2"
"Água Verde - Jaraguá do Sul (SC)","98.6"
"Chico de Paulo - Jaraguá do Sul (SC)","98.3"
"Vila Lenzi - Jaraguá do Sul (SC)","97.9"
"Nova Brasília - Jaraguá do Sul (SC)","99.0"
"Jaraguá Esquerdo - Jaraguá do Sul (SC)","98.9"
"São Luís - Jaraguá do Sul (SC)","98.4"
"Tifa Martins - Jaraguá do Sul (SC)","98.4"
"Parque Malwee - Jaraguá do Sul (SC)","97.7"
"Tifa Monos - Jaraguá do Sul (SC)","97.9"
"Nereu Ramos - Jaraguá do Sul (SC)","98.2"
"Rio Cerro I - Jaraguá do Sul (SC)","98.7"
"Rio Cerro II - Jaraguá do Sul (SC)","99.6"
"Rio da Luz - Jaraguá do Sul (SC)","98.2"
"Ribeirão do Cavalo - Jaraguá do Sul (SC)","98.0"
"Braço do Ribeirão Cavalo - Jaraguá do Sul (SC)","94.1"
"Santo Antônio - Jaraguá do Sul (SC)","96.1"
"Três Rios do Norte - Jaraguá do Sul (SC)","97.0"
"Do Molha - Jaraguá do Sul (SC)","97.0"
"Jaraguá 84 - Jaraguá do Sul (SC)","96.2"
"Águas Claras - Jaraguá do Sul (SC)","98.0"
"Boa Vista - Jaraguá do Sul (SC)","95.8"
"Nova Brasília - Joinville (SC)","97.6"
"São Marcos - Joinville (SC)","98.9"
"Vila Nova - Joinville (SC)","98.5"
"Glória - Joinville (SC)","99.4"
"Costa e Silva - Joinville (SC)","98.9"
"Santo Antônio - Joinville (SC)","99.5"
"América - Joinville (SC)","99.7"
"Centro - Joinville (SC)","99.8"
"Atiradores - Joinville (SC)","99.7"
"Anita Garibaldi - Joinville (SC)","99.4"
"Floresta - Joinville (SC)","98.8"
"Santa Catarina - Joinville (SC)","98.2"
"Itinga - Joinville (SC)","97.9"
"Itaum - Joinville (SC)","98.3"
"Jarivatuba - Joinville (SC)","96.8"
"Fátima - Joinville (SC)","96.9"
"Guanabara - Joinville (SC)","98.4"
"Bucarein - Joinville (SC)","99.3"
"Boa Vista - Joinville (SC)","97.8"
"Saguaçu - Joinville (SC)","99.1"
"Iririu - Joinville (SC)","98.4"
"Bom Retiro - Joinville (SC)","98.9"
"Aventureiro - Joinville (SC)","97.9"
"Jardim Sofia - Joinville (SC)","98.3"
"Morro do Meio - Joinville (SC)","96.6"
"Zona Industrial 1 - Joinville (SC)","96.5"
"Pirabeiraba - Joinville (SC)","98.1"
"Rio Bonito - Joinville (SC)","95.6"
"Jardim-Iririú - Joinville (SC)","97.4"
"Comasa - Joinville (SC)","96.7"
"Adhemar Garcia - Joinville (SC)","98.1"
"Paranaguá-Mirim - Joinville (SC)","96.4"
"João Costa - Joinville (SC)","97.5"
"Boehmerwaldt - Joinville (SC)","97.9"
"Petrópolis - Joinville (SC)","97.4"
"Espinheiros - Joinville (SC)","96.8"
"Jardim Paraíso - Joinville (SC)","96.4"
"Vila Cubatão - Joinville (SC)","97.1"
"Zona Industrial 2 - Joinville (SC)","100.0"
"Parque Guaraní - Joinville (SC)","97.9"
"Ulysses Guimarães - Joinville (SC)","97.0"
"Dona Francisca - Joinville (SC)","98.1"
"Profipo - Joinville (SC)","98.0"
"Centro - Lages (SC)","99.2"
"Da Brusque - Lages (SC)","96.6"
"Santa Rita - Lages (SC)","98.1"
"Do Triângulo - Lages (SC)","96.4"
"Copacabana - Lages (SC)","97.4"
"Ipiranga - Lages (SC)","93.5"
"Beatriz - Lages (SC)","97.5"
"São Pedro - Lages (SC)","94.2"
"Morro do Posto - Lages (SC)","95.7"
"Vila Comboni - Lages (SC)","95.4"
"Guadalupe - Lages (SC)","97.6"
"Frei Rogério - Lages (SC)","98.8"
"Sagrado Coração de Jesus - Lages (SC)","98.8"
"Coral - Lages (SC)","98.5"
"Caravágio - Lages (SC)","97.2"
"São Cristóvão - Lages (SC)","98.3"
"Universitário - Lages (SC)","96.8"
"Vila Nova - Lages (SC)","96.1"
"Santa Helena - Lages (SC)","94.0"
"Petrópolis - Lages (SC)","95.7"
"São Francisco - Lages (SC)","93.8"
"São Paulo - Lages (SC)","92.1"
"Passo Fundo - Lages (SC)","92.6"
"Vila Maria - Lages (SC)","95.0"
"Maria Luiza - Lages (SC)","94.3"
"Conta Dinheiro - Lages (SC)","96.7"
"Gethal - Lages (SC)","95.5"
"Dom Daniel - Lages (SC)","93.1"
"Santa Maria - Lages (SC)","96.8"
"Ponte Grande - Lages (SC)","97.0"
"Ferrovia - Lages (SC)","94.7"
"Popular - Lages (SC)","95.3"
"Da Várzea - Lages (SC)","93.1"
"Habitação - Lages (SC)","91.9"
"Caça e Tiro - Lages (SC)","93.9"
"Bom Jesus - Lages (SC)","92.4"
"Morro Grande - Lages (SC)","83.5"
"Centenário - Lages (SC)","91.4"
"Santo Antônio - Lages (SC)","91.4"
"São Luiz - Lages (SC)","95.2"
"Araucária - Lages (SC)","97.5"
"Santa Catarina - Lages (SC)","91.9"
"Santa Clara - Lages (SC)","89.7"
"Área Industrial - Lages (SC)","90.9"
"Promorar - Lages (SC)","92.6"
"Bela Vista - Lages (SC)","96.4"
"Santa Cândida - Lages (SC)","90.2"
"Boqueirão - Lages (SC)","97.6"
"Jardim das Camélias - Lages (SC)","98.5"
"Restinga Sêca - Lages (SC)","90.8"
"Jardim Celina - Lages (SC)","94.5"
"Pisani - Lages (SC)","94.4"
"Do Tributo - Lages (SC)","95.2"
"Guarujá - Lages (SC)","93.7"
"São Sebastião - Lages (SC)","96.0"
"Da Bates - Lages (SC)","97.5"
"Vila Mariza - Lages (SC)","95.8"
"Jardim Panorâmico - Lages (SC)","98.4"
"Da Chapada - Lages (SC)","94.5"
"Da Penha - Lages (SC)","94.4"
"São Miguel - Lages (SC)","95.1"
"Cruz de Malta - Lages (SC)","92.0"
"Cidade Alta - Lages (SC)","96.1"
"Caroba - Lages (SC)","89.2"
"Santa Mônica - Lages (SC)","94.7"
"Vista Alegre - Lages (SC)","86.9"
"Nossa Senhora Aparecida - Lages (SC)","93.8"
"Cdl - Lages (SC)","94.6"
